name,salary_from,salary_to,salary_currency,area_name,published_at
Руководитель проектов,12000000,15000000,UZS,Ташкент,2022-12-14T07:53:23+0300
"Программист .net, sharepoint",,,,Алматы,2022-12-14T05:55:21+0300
Специалист электронного документооборота,21000,,RUR,Брянск,2022-12-14T10:11:05+0300
Программист 1С,130000,,RUR,Омск,2022-12-14T07:15:48+0300
Токарь-универсал,250000,,KZT,Алматы,2022-12-14T05:33:45+0300
DevOps Specialist,,,,Санкт-Петербург,2022-12-14T11:38:43+0300
Программист-стажер 1C,20000,,RUR,Москва,2022-12-14T10:37:20+0300
Бизнес-аналитик (экспресс доставка/закажи и забери),,,,Москва,2022-12-14T10:54:32+0300
Руководитель отдела по работе с маркетплейсами (wildberries),30000,200000,RUR,Красноярск,2022-12-14T10:11:00+0300
Программист 1С торговой компании,,,,Москва,2022-12-14T11:00:47+0300
Графический дизайнер,500,700,USD,Ташкент,2022-12-14T09:40:26+0300
Системный инженер техподдержки,65000,,RUR,Краснодар,2022-12-14T11:34:19+0300
Специалист отдела информационных технологий (Специалист IT),,,,Новосибирск,2022-12-14T06:59:29+0300
Linux/Unix Системный администратор,,,,Ташкент,2022-12-14T09:18:01+0300
"Финансовый аналитик (со знанием Excel, Парус)",115000,,RUR,Москва,2022-12-14T10:07:06+0300
Фрезеровщик,,,,Санкт-Петербург,2022-12-14T09:19:16+0300
Администратор баз данных,85000,107000,RUR,Калуга,2022-12-14T11:45:37+0300
Специалист по работе со средствами массовой информации,,,,Курск,2022-12-14T10:42:57+0300
2D-художник,,,,Сербия,2022-12-14T11:20:22+0300
"Scala-разработчик (Java, C#, Ruby)",,,,Екатеринбург,2022-12-14T08:23:46+0300
"Разработчик C#, ERP и учётные системы, Metazon",,,,Москва,2022-12-14T10:12:06+0300
Помощник дизайнера,38000,40000,RUR,Воронеж,2022-12-14T11:35:03+0300
Руководитель отдела сервиса,,200000,RUR,Санкт-Петербург,2022-12-14T10:28:26+0300
Разработчик BI в команду BIT,,,,Барнаул,2022-12-14T09:51:32+0300
Техник ТСО (технических средств охраны),38000,,RUR,Синдор,2022-12-14T08:42:11+0300
Backend middle разработчик,,,,Кемерово,2022-12-14T09:47:13+0300
Аналитик,,,,Санкт-Петербург,2022-12-14T10:09:56+0300
Начальник отдела управления проектами,,,,Алматы,2022-12-14T11:44:02+0300
Системный администратор,,,,Пермь,2022-12-14T11:53:18+0300
Системный администратор,49600,,RUR,Новосибирск,2022-12-14T04:12:44+0300
6G Standards Engineer,,,,Москва,2022-12-14T11:44:14+0300
Специалист по информационной безопасности,,,,Москва,2022-12-14T11:29:19+0300
Computer Vision Engineer,,,,Москва,2022-12-14T10:46:19+0300
Системный администратор,,,,Омск,2022-12-14T06:40:32+0300
Аналитик,26000,,RUR,Санкт-Петербург,2022-12-14T09:43:48+0300
Программист 1С (собственная разработка),150000,250000,RUR,Москва,2022-12-14T11:52:07+0300
Фрезеровщик (возможно ученик)/ЕСТЬ ВОЗМОЖНОСТЬ ОТСРОЧКИ ПО МОБИЛИЗАЦИИ,40000,45000,RUR,Томск,2022-12-14T06:01:40+0300
Инженер (системный администратор),37000,40000,RUR,Благовещенск (Амурская область),2022-12-14T02:22:18+0300
.NET - разработчик/Middle,,,,Казань,2022-12-14T09:39:17+0300
Графический дизайнер,,,,Алматы,2022-12-14T11:43:59+0300
Инженер лаборатории качества и испытаний электронной техники,,45000,RUR,Нижний Новгород,2022-12-14T09:19:43+0300
Программист–оператор на фрезерный станок с ЧПУ в одном лице,50000,80000,RUR,Санкт-Петербург,2022-12-14T10:44:17+0300
"Инженер по мониторингу транспорта (телеметрия, ГЛОНАСС, КИПиА)",70000,,RUR,Новосибирск,2022-12-14T07:06:39+0300
Руководитель проектов,,,,Москва,2022-12-14T11:40:51+0300
Фрезеровщик,98000,99000,RUR,Санкт-Петербург,2022-12-14T09:47:42+0300
Java-разработчик,,,,Нижний Новгород,2022-12-14T10:27:55+0300
Специалист 2-й линии техподдержки,31000,,RUR,Нижний Новгород,2022-12-14T07:03:24+0300
Middle Java Developer,,200000,RUR,Санкт-Петербург,2022-12-14T10:29:40+0300
"Техник по обслуживанию локальных вычислительных сетей, ЭВМ",30000,,RUR,Булгаково,2022-12-14T11:25:24+0300
Инженер по ремонту компьютерной техники,,,,Санкт-Петербург,2022-12-14T09:43:47+0300
Middle C# developer,130000,,RUR,Казань,2022-12-14T08:22:19+0300
Ruby Developer,,,,Москва,2022-12-14T11:26:55+0300
Начальник отдела управления IT-проектами,,,,Москва,2022-12-14T09:49:21+0300
Копирайтер-корректор (Департамент Игрушка),35000,,RUR,Екатеринбург,2022-12-14T08:38:32+0300
Разработчик 1С,,,,Москва,2022-12-14T09:48:32+0300
Middle C# developer,130000,,RUR,Санкт-Петербург,2022-12-14T08:22:05+0300
Аналитик/Работа с CRM системой,150000,,KZT,Алматы,2022-12-14T08:18:49+0300
Разработчик SQL,,,,Москва,2022-12-14T09:39:59+0300
Бизнес-аналитик 1С,175000,,RUR,Краснодар,2022-12-14T08:14:51+0300
Токарь,43000,,RUR,Чебоксары,2022-12-14T09:12:59+0300
Оператор станков с ЧПУ на мебельное производство (фрезеровка фасадов),60000,100000,RUR,Брянск,2022-12-14T11:54:55+0300
Стажер-программист 1С,,,,Киров (Кировская область),2022-12-14T09:23:50+0300
Product owner,,,,Москва,2022-12-14T09:40:55+0300
Дизайнер,,,,Подольск (Московская область),2022-12-14T09:17:52+0300
"IT Специалист (интегратор) 1С, IIKO",200000,350000,KZT,Алматы,2022-12-14T07:27:26+0300
Токарь,100000,110000,RUR,Воскресенск,2022-12-14T09:47:20+0300
DevOps Engineer,,,,Екатеринбург,2022-12-14T10:51:17+0300
Сотрудник на производство,50000,70000,RUR,Нижний Новгород,2022-12-14T11:53:28+0300
Системотехник,55000,60000,RUR,Калуга,2022-12-14T09:14:02+0300
Системный администратор (ЮАО),,103290,RUR,Москва,2022-12-14T09:23:53+0300
Техник ТСО (технических средств охраны),38000,,RUR,Вуктыл,2022-12-14T08:44:48+0300
Инженер-программист 1 категории / Программист,50000,,RUR,Волгоград,2022-12-14T09:11:10+0300
Монтажник слаботочных систем,50000,55000,RUR,Воскресенск,2022-12-14T09:37:05+0300
Научный сотрудник в Центр исследований цифровой экономики,,,,Москва,2022-12-14T10:23:46+0300
Ведущий специалист-эксперт отдела защиты информации,,35000,RUR,Ульяновск,2022-12-14T08:21:40+0300
Менеджер интернет-проектов (м.Китай-Город),,110000,RUR,Москва,2022-12-14T10:18:08+0300
Ведущий дизайнер,,,,Москва,2022-12-14T10:50:22+0300
Методолог по ПОД/ФТ/ФРОМУ,100000,,RUR,Екатеринбург,2022-12-14T11:23:51+0300
Токарь,100000,,RUR,Санкт-Петербург,2022-12-14T09:53:48+0300
Руководитель строительного проекта/производитель работ,80000,100000,RUR,Краснодар,2022-12-14T10:49:37+0300
Бренд-дизайнер,,,,Москва,2022-12-14T11:46:24+0300
Инженер по гарантии,55000,55000,RUR,Курск,2022-12-14T08:50:32+0300
Business (System) Analyst,,,,Екатеринбург,2022-12-14T10:40:00+0300
Product manager,150000,170000,RUR,Санкт-Петербург,2022-12-14T09:14:53+0300
Инженер-механик сельскохозяйственной техники,60000,60000,RUR,Чита,2022-12-14T09:30:35+0300
Full-stack разработчик .Net,,,,Москва,2022-12-14T11:16:20+0300
Старший инженер,65000,,RUR,Москва,2022-12-14T11:11:33+0300
Специалист/Инженер по технической поддержке,32000,35000,RUR,Екатеринбург,2022-12-14T11:15:43+0300
Business (System) Analyst,,,,Краснодар,2022-12-14T10:40:00+0300
ИТ-консультант/Эксперт/Руководитель направления по развитию дочерних организаций Экосистемы Сбера,,,,Москва,2022-12-14T09:10:40+0300
Data Scientist (Разработчик AI/ML),,,,Москва,2022-12-14T10:40:26+0300
Инженер-программист / software developer,,90000,RUR,Санкт-Петербург,2022-12-14T10:23:55+0300
Архитектор информационной безопасности,,,,Москва,2022-12-14T11:55:23+0300
DevOps-инженер,,,,Москва,2022-12-14T09:42:46+0300
OPS Data & Planning Analyst,,,,Атырау,2022-12-14T07:37:31+0300
Оператор станков с программным управлением,57000,65000,RUR,Москва,2022-12-14T09:16:58+0300
